SCHOOL,CLASS,CHILD,COMBI,SIZE,SSES,GIRL,MINORITY,SITTERS,CSES,IQV,IQP,PRE_LANG,POST_LANG,PRE_ARITH,POST_ARITH
28,2880,405,0,21,16,0,0,0,37,9,6,25,21,9,8
28,2880,406,0,21,16,1,0,0,37,12,10.666666667,33,39,10,10
28,2880,407,0,21,16,1,0,0,27,12.5,8.6666666667,32,35,10,13
28,2880,408,0,21,16,1,0,0,21,10.5,8.6666666667,23,,11,
28,2880,409,0,21,16,0,0,0,19,10.5,11,35,36,11,23
28,2880,410,0,21,16,1,0,0,19,12.5,8,38,41,12,10
28,2880,411,0,21,16,1,0,0,32,11,13.333333333,28,32,12,14
28,2880,412,0,21,16,0,0,0,33,12.5,11.666666667,37,44,12,25
28,2880,413,0,21,16,0,0,0,20,13.5,16,41,52,15,29
28,2880,414,0,21,16,0,0,0,30,13,13.666666667,39,42,16,24
29,2980,415,1,22,26,0,0,0,49,16.5,12,32,,12,
29,2980,416,1,22,26,0,0,0,45,18,15,38,51,17,29
29,2980,417,1,22,26,0,0,0,47,16,10.659999847,41,51,11,20
29,2980,418,1,22,26,0,0,1,50,12,11.659999847,31,35,7,9
29,2980,419,1,22,26,0,0,0,50,11.5,10.329999924,36,50,7,25
29,2980,420,1,22,26,0,0,0,45,12,13,36,51,9,25
29,2980,421,1,22,26,0,0,0,40,15.5,12,33,52,15,26
29,2980,422,1,22,26,1,0,0,35,14,11.659999847,36,44,9,17
29,2980,423,1,22,26,1,0,0,35,6,10,34,39,10,12
29,2980,424,1,22,26,1,0,0,35,12.5,11,40,41,13,12
29,2980,425,1,22,26,1,0,0,45,16.5,14.329999924,47,51,16,19
30,3080,426,1,29,,1,0,0,19,12,7.6666666667,35,40,11,17
30,3080,427,1,29,,0,0,1,19,11,11,33,36,11,26
30,3080,428,1,29,,1,0,0,19,11.5,8,32,43,12,16
30,3080,429,1,29,,1,0,1,38,13.5,13.333333333,35,50,14,24
30,3080,430,1,29,,1,0,0,19,12.5,9.6666666667,35,42,15,28
30,3080,431,1,29,,1,0,0,32,14,13.333333333,43,54,15,28
30,3080,432,1,29,,1,0,0,24,13.5,12,36,54,15,30
30,3080,433,1,29,,0,0,0,41,13,12,40,52,16,27
30,3080,434,1,29,,0,0,0,19,13,9.6666666667,40,50,17,29
30,3080,435,1,29,,1,0,0,32,13.5,13,40,55,17,30
31,3180,436,1,26,,1,0,1,13,9,9.3333333333,27,22,6,9
31,3180,437,1,26,,0,0,0,27,8,10.333333333,26,27,8,12
31,3180,438,1,26,,1,0,0,17,13,9.3333333333,31,33,9,12
31,3180,439,1,26,,1,0,0,34,11,11.666666667,34,31,10,15
31,3180,440,1,26,,1,0,0,17,11.5,11.666666667,35,37,11,14
31,3180,441,1,26,,1,0,0,38,13,10,37,47,14,20
31,3180,442,1,26,,1,0,0,47,13,15,37,47,14,24
31,3180,443,1,26,,1,0,0,47,13.5,9.6666666667,35,36,15,14
31,3180,444,1,26,,1,0,1,,12,13.333333333,36,45,16,17
31,3180,445,1,26,,0,0,0,36,13.5,11.333333333,41,45,17,25
31,3180,446,1,26,,0,0,0,27,13.5,14.333333333,37,44,19,25
32,3280,447,0,21,16,1,0,0,23,10,5.6666666667,26,39,3,8
32,3280,448,0,21,16,1,0,0,19,14,7.6666666667,38,35,8,9
32,3280,449,0,21,16,0,0,0,19,11.5,13.333333333,35,39,10,7
32,3280,450,0,21,16,0,0,0,26,14,12.333333333,35,42,10,8
32,3280,451,0,21,16,0,0,1,30,11.5,14.333333333,27,30,10,9
32,3280,452,0,21,16,0,0,0,20,12,12.666666667,31,29,10,14
32,3280,453,0,21,16,0,0,0,23,11.5,12,33,35,10,17
32,3280,454,0,21,16,0,0,0,34,10.5,11,33,26,11,9
32,3280,455,0,21,16,0,0,0,19,11,13.333333333,34,38,11,14
32,3280,456,0,21,16,1,0,1,19,12,12.333333333,28,33,12,10
32,3280,457,0,21,16,1,0,0,47,14,13.666666667,37,47,12,12
32,3280,458,0,21,16,0,0,1,26,13,13.666666667,37,36,12,19
32,3280,459,0,21,16,1,0,0,36,12.5,14,34,48,12,21
32,3280,460,0,21,16,0,0,0,21,9.5,12.333333333,30,37,13,16
32,3280,461,0,21,16,1,0,0,36,12,11.666666667,32,38,13,18
32,3280,462,0,21,16,1,0,0,29,14.5,12.333333333,38,35,13,18
32,3280,463,0,21,16,1,0,0,23,12.5,13,36,45,14,23
32,3280,464,0,21,16,0,0,0,23,12.5,12,42,45,15,12
32,3280,465,0,21,16,0,0,0,29,14.5,13,43,50,15,23
32,3280,466,0,21,16,0,0,0,34,13,12.666666667,41,42,16,19
32,3280,467,0,21,16,0,0,0,49,14,13.666666667,41,51,18,25
33,3380,468,1,14,19,0,0,0,,12,10.666666667,36,42,11,25
33,3380,469,1,14,19,0,0,0,15,12,8,31,20,6,11
33,3380,470,1,14,19,1,0,0,20,10,8.3330001831,30,43,10,12
33,3380,471,1,14,19,0,0,0,37,10,7.6659998894,31,31,6,18
33,3380,472,1,14,19,0,0,1,25,11,10,32,42,8,19
33,3380,473,1,14,19,0,0,0,23,13,11.659999847,31,50,15,28
33,3380,474,1,14,19,1,0,0,27,12,11,30,41,9,15
34,3480,475,,,,0,0,0,15,11,9,27,31,8,12
34,3480,476,,,,0,0,0,17,8,10,30,32,10,10
34,3480,477,,,,0,0,0,15,10.5,9,35,,11,15
34,3480,478,,,,1,0,0,13,12,11.666666667,38,41,12,19
34,3480,479,,,,1,0,0,26,13.5,9.6666666667,33,45,13,20
34,3480,480,,,,0,0,0,30,15,14.666666667,41,52,15,28
34,3480,481,,,,1,0,0,28,13,8.6666666667,36,,17,
34,3480,482,,,,1,0,0,41,14.5,11,41,49,17,23
35,3580,483,1,16,19,0,1,,11,7.5,6.3333333333,21,,6,
35,3580,484,1,16,19,0,1,0,11,5.5,5.3333333333,14,,8,
35,3580,485,1,16,19,1,0,0,20,11,9,30,38,9,16
35,3580,486,1,16,19,0,0,0,20,13,10.329999924,39,52,8,16
35,3580,487,1,16,19,0,0,0,20,10.5,9.3330001831,31,34,10,22
35,3580,488,1,16,19,1,0,1,18,7,9.3330001831,25,34,8,12
35,3580,489,1,16,19,0,0,0,30,13,12,38,54,14,25
35,3580,490,1,16,19,0,0,0,45,13,15.329999924,39,47,17,25
35,3580,491,1,16,19,0,0,0,18,11,10,20,25,8,11
35,3580,492,1,16,19,0,1,1,13,8,8.3330001831,30,27,8,11
35,3580,493,1,16,19,1,0,0,23,8,7,26,35,8,14
35,3580,494,1,16,19,0,0,0,18,12,13.329999924,31,28,6,13
35,3580,495,1,16,19,1,1,0,10,8.5,8,29,34,5,13
35,3580,496,1,16,19,0,0,0,25,9.5,10,30,42,10,15
35,3580,497,1,16,19,0,0,0,25,10.5,9,33,38,4,11
35,3580,498,1,16,19,0,1,0,30,15.5,10.659999847,44,51,10,20
36,3680,499,0,29,20,1,0,0,26,8.5,7.3333333333,21,18,10,
36,3680,500,0,29,20,0,0,0,,12,13.333333333,42,47,10,18
36,3680,501,0,29,20,1,0,0,21,9.5,9,27,,11,
36,3680,502,0,29,20,1,0,0,21,11.5,11.333333333,36,,13,
36,3680,503,0,29,20,0,0,0,33,14.5,14,47,55,17,26
36,3680,504,0,29,20,0,0,0,20,12,11.329999924,32,40,14,19
36,3680,505,0,29,20,0,0,0,30,12,11.659999847,41,49,14,26
36,3680,506,0,29,20,1,0,0,35,13,11.659999847,24,37,12,12
36,3680,507,0,29,20,0,0,0,25,9.5,8,31,31,6,11
36,3680,508,0,29,20,0,0,0,30,12,9.3330001831,32,31,9,12
36,3680,509,0,29,20,0,0,0,30,8.5,9.3330001831,32,28,12,12
36,3680,510,0,29,20,0,0,0,20,11,8,26,30,7,6
36,3680,511,0,29,20,1,0,0,40,9.5,9.3330001831,33,34,7,13
36,3680,512,0,29,20,0,0,0,40,12.5,12,38,42,14,23
36,3680,513,0,29,20,1,0,0,30,11,7.6659998894,26,29,8,15
36,3680,514,0,29,20,0,0,0,20,12,9.6660003662,31,27,12,22
36,3680,515,0,29,20,1,0,0,33,13,10.659999847,31,32,14,14
36,3680,516,0,29,20,0,0,1,30,9.5,9.3330001831,28,22,8,8
36,3680,517,0,29,20,0,0,0,30,14.5,12,34,34,14,23
36,3680,518,0,29,20,0,0,1,38,12.5,10.659999847,31,36,10,16
36,3680,519,0,29,20,1,0,0,28,12.5,8.3330001831,35,46,11,16
36,3680,520,0,29,20,1,0,0,30,12.5,10,44,45,10,15
36,3680,521,0,29,20,1,0,0,37,12.5,13,36,39,14,16
36,3680,522,0,29,20,1,0,0,40,11,11.659999847,38,36,8,10
36,3680,523,0,29,20,1,0,0,30,10.5,10,36,33,11,12
36,3680,524,0,29,20,0,0,0,40,11,9.6660003662,31,28,8,16
36,3680,525,0,29,20,1,0,0,20,12,10.329999924,34,35,13,13
37,3780,526,0,32,,1,0,0,41,10,8.3333333333,30,35,5,15
37,3780,527,0,32,,0,0,0,18,8.5,9,29,20,6,14
37,3780,528,0,32,,1,0,0,34,13,9.6666666667,36,39,8,15
37,3780,529,0,32,,0,0,0,14,11,12.333333333,35,26,8,19
37,3780,530,0,32,,1,0,0,20,14,7.6666666667,26,35,9,9
37,3780,531,0,32,,1,0,0,23,12.5,11.333333333,31,41,9,15
37,3780,532,0,32,,0,0,0,19,10,7.3333333333,30,36,9,17
37,3780,533,0,32,,0,0,0,34,12.5,10,32,34,9,20
37,3780,534,0,32,,1,0,0,26,9,8.3333333333,29,38,10,12
37,3780,535,0,32,,1,0,0,18,12.5,8,41,44,10,18
37,3780,536,0,32,,0,0,0,34,11,13.333333333,33,33,11,15
37,3780,537,0,32,,1,0,0,47,11.5,13.333333333,26,43,11,18
37,3780,538,0,32,,0,0,0,41,11.5,7.6666666667,34,34,11,19
37,3780,539,0,32,,1,0,0,41,12,13.333333333,36,45,11,19
37,3780,540,0,32,,0,0,0,41,13.5,11.333333333,32,37,11,22
37,3780,541,0,32,,0,0,0,26,13,10.666666667,30,34,11,24
37,3780,542,0,32,,1,0,0,26,11.5,10.666666667,32,46,12,12
37,3780,543,0,32,,0,0,0,26,11,10.333333333,24,40,12,13
37,3780,544,0,32,,0,0,0,41,13.5,10.666666667,44,54,13,26
37,3780,545,0,32,,1,0,0,18,11.5,10.666666667,26,44,14,16
37,3780,546,0,32,,0,0,0,18,11.5,12.666666667,28,42,14,20
37,3780,547,0,32,,1,0,0,46,15.5,15,44,58,14,24
37,3780,548,0,32,,1,0,0,29,13.5,14.666666667,42,53,15,24
37,3780,549,0,32,,1,0,0,43,13,14,32,52,15,28
37,3780,550,0,32,,1,0,0,45,12,12.666666667,35,51,15,28
37,3780,551,0,32,,1,0,0,34,12.5,12.666666667,46,55,15,28
37,3780,552,0,32,,0,0,0,37,13.5,11.333333333,33,48,16,27
37,3780,553,0,32,,0,0,0,41,14.5,14.333333333,40,52,18,26
37,3780,554,0,32,,1,0,0,45,15.5,16.333333333,44,56,19,30
38,3880,555,0,31,18,1,0,1,,10,7.3333333333,33,34,6,10
38,3880,556,0,31,18,1,0,0,,13.5,13.666666667,39,49,11,21
38,3880,557,0,31,18,0,0,0,,13,13,42,52,19,25
38,3880,558,0,31,18,0,0,0,50,11,12.659999847,29,42,11,9
38,3880,559,0,31,18,1,0,0,40,10,14.329999924,36,42,14,23
38,3880,560,0,31,18,1,0,0,20,9.5,12.659999847,28,34,7,7
38,3880,561,0,31,18,0,0,0,20,9.5,11.329999924,40,47,10,13
38,3880,562,0,31,18,0,0,0,47,10,12.659999847,36,43,17,23
38,3880,563,0,31,18,0,0,0,47,11,10,39,45,9,24
38,3880,564,0,31,18,1,0,0,20,12,10.659999847,44,53,12,16
38,3880,565,0,31,18,1,0,0,40,12,11.329999924,40,53,10,19
38,3880,566,0,31,18,1,0,1,30,12,10,32,42,10,11
38,3880,567,0,31,18,0,0,0,30,11,8.3330001831,36,40,8,17
38,3880,568,0,31,18,1,0,0,45,12.5,10.659999847,41,50,14,23
38,3880,569,0,31,18,0,0,0,23,12.5,9.3330001831,39,41,10,21
38,3880,570,0,31,18,0,0,0,30,9,6.3330001831,31,35,11,16
38,3880,571,0,31,18,0,0,0,20,13,10.329999924,41,42,15,19
38,3880,572,0,31,18,1,0,1,25,13,11.329999924,42,52,13,16
38,3880,573,0,31,18,0,0,1,20,9,10.329999924,31,26,14,13
38,3880,574,0,31,18,0,0,0,23,12,8.3330001831,35,39,9,10
38,3880,575,0,31,18,0,0,1,20,8,7.6659998894,28,33,11,12
38,3880,576,0,31,18,1,0,0,20,13.5,8.6660003662,41,50,12,18
38,3880,577,0,31,18,0,0,0,20,10,12.329999924,35,38,14,24
38,3880,578,0,31,18,0,0,0,23,13.5,14.659999847,41,45,17,30
38,3880,579,0,31,18,0,0,0,33,14.5,12.329999924,41,43,14,23
38,3880,580,0,31,18,1,0,0,20,12,13.659999847,38,41,11,17
38,3880,581,0,31,18,1,0,0,25,10.5,7.6659998894,27,36,13,11
38,3880,582,0,31,18,1,0,0,30,12,11,41,38,15,14
38,3880,583,0,31,18,0,0,0,20,9.5,8.3330001831,27,31,6,7
38,3880,584,0,31,18,1,0,0,37,15.5,9.6660003662,38,53,12,17
38,3880,585,0,31,18,0,0,1,17,13.5,12,35,35,11,15
39,3980,586,0,27,,1,1,1,13,6.5,8.6666666667,22,31,6,7
39,3980,587,0,27,,1,0,0,19,11,10.666666667,22,32,6,16
39,3980,588,0,27,,0,0,0,17,10,9.3333333333,24,37,9,20
39,3980,589,0,27,,0,0,0,20,10.5,12,27,40,9,21
39,3980,590,0,27,,0,0,0,29,14.5,11.666666667,33,52,10,17
39,3980,591,0,27,,0,0,0,15,10,10,32,41,10,24
39,3980,592,0,27,,0,0,0,28,12,11,35,50,10,26
39,3980,593,0,27,,0,0,0,19,10.5,11.333333333,36,39,11,22
39,3980,594,0,27,,1,0,0,28,10,11.666666667,43,49,11,24
39,3980,595,0,27,,1,0,0,26,11,8.3333333333,38,48,12,17
39,3980,596,0,27,,1,0,0,21,11.5,9,38,49,12,22
39,3980,597,0,27,,1,0,0,28,13.5,13.666666667,41,46,12,25
39,3980,598,0,27,,0,0,1,37,11,13.666666667,24,47,12,27
39,3980,599,0,27,,0,0,0,14,10.5,9,33,36,13,18
39,3980,600,0,27,,1,0,0,28,16.5,12.333333333,38,53,13,24
39,3980,601,0,27,,1,0,0,23,10,10,39,45,13,24
39,3980,602,0,27,,1,0,0,32,11,13.666666667,42,48,13,24
39,3980,603,0,27,,1,0,0,26,12.5,11,36,55,14,25
39,3980,604,0,27,,1,0,0,23,14.5,15,39,51,14,29
39,3980,605,0,27,,0,0,0,43,13.5,13.666666667,46,57,14,29
39,3980,606,0,27,,1,0,0,32,12,8.3333333333,28,38,15,20
39,3980,607,0,27,,1,1,0,41,11,11,27,43,15,21
39,3980,608,0,27,,0,0,0,29,15,13.666666667,41,52,15,23
39,3980,609,0,27,,1,0,0,35,13,10.666666667,46,54,16,27
39,3980,610,0,27,,0,0,0,19,10.5,14.666666667,38,40,17,26
39,3980,611,0,27,,0,0,0,37,16,12.333333333,38,48,17,27
39,3980,612,0,27,,0,0,0,30,14.5,13,38,54,17,30
40,4081,613,0,28,23,0,1,0,34,8,10,19,,5,
40,4081,614,0,28,23,0,0,0,45,11.5,12,31,41,15,25
40,4081,615,0,28,23,0,0,0,40,9,9.3330001831,30,27,13,17
40,4081,616,0,28,23,0,0,0,50,10,9.3330001831,34,30,9,27
40,4081,617,0,28,23,0,0,0,50,12.5,12.659999847,40,48,15,26
40,4081,618,0,28,23,0,0,0,40,12,9.6660003662,34,36,14,23
40,4081,619,0,28,23,0,0,0,20,9.5,9,25,30,11,14
40,4081,620,0,28,23,0,0,0,30,11.5,9.3330001831,17,18,7,11
40,4081,621,0,28,23,0,0,1,20,12.5,10.329999924,30,34,10,24
40,4081,622,0,28,23,0,0,0,50,13,12,40,49,17,28
40,4081,623,0,28,23,0,0,0,20,12.5,11.329999924,41,44,16,18
40,4081,624,0,28,23,0,0,0,30,15.5,13.659999847,35,50,16,25
40,4081,625,0,28,23,1,0,0,20,14,7.6659998894,42,51,14,20
40,4081,626,0,28,23,1,0,0,20,13.5,10.659999847,37,50,14,29
40,4081,627,0,28,23,1,0,0,30,14,10.659999847,40,50,15,29
40,4081,628,0,28,23,1,0,0,30,12,8,41,44,10,16
40,4081,629,0,28,23,1,0,0,40,13,9.3330001831,46,48,14,25
40,4081,630,0,28,23,1,0,0,20,9.5,8.3330001831,21,26,9,11
40,4081,631,0,28,23,1,0,0,30,13.5,8.6660003662,44,50,17,26
40,4081,632,0,28,23,1,0,0,30,15,8.6660003662,41,52,17,27
40,4081,633,0,28,23,1,0,0,50,12.5,7.6659998894,38,46,14,25
40,4081,634,0,28,23,1,0,0,40,13.5,9,38,50,15,26
40,4081,635,0,28,23,1,0,0,30,11,7.3330001831,33,36,8,16
40,4081,636,0,28,23,1,0,0,40,11,10.329999924,34,44,17,27
40,4081,637,0,28,23,1,0,0,20,11.5,6.6659998894,28,35,14,9
40,4081,638,0,28,23,1,0,0,30,12.5,9,27,20,8,17
41,4180,650,0,18,11,0,1,0,11,9.5,10.333333333,28,,7,
41,4180,651,0,18,11,0,0,0,11,13.5,11,40,,9,
41,4180,652,0,18,11,0,1,0,20,11.5,11,38,38,16,28
41,4180,653,0,18,11,0,0,0,20,13,9,37,40,12,21
41,4180,654,0,18,11,1,0,0,20,12.5,10.659999847,44,31,16,11
41,4180,655,0,18,11,1,0,0,30,10.5,10.329999924,31,38,11,11
41,4180,656,0,18,11,0,0,0,20,11,12,33,29,18,26
41,4180,657,0,18,11,1,0,0,20,15,12,45,52,16,23
41,4180,658,0,18,11,0,0,0,20,15,12.329999924,38,41,17,28
41,4180,659,0,18,11,0,0,0,20,13,15.329999924,38,48,14,28
41,4180,660,0,18,11,1,0,0,20,15.5,10.329999924,38,50,13,25
41,4180,661,0,18,11,0,0,0,15,11.5,8.3330001831,42,37,11,18
41,4180,662,0,18,11,0,1,0,10,11,12.329999924,34,30,9,16
41,4180,663,0,18,11,1,0,1,15,10,11.329999924,28,28,7,11
41,4180,664,0,18,11,0,1,0,10,9.5,11,20,30,9,14
42,4280,665,1,21,24,0,0,0,28,11.5,13.329999924,37,45,10,25
42,4280,666,1,21,24,0,0,1,38,11.5,10.329999924,25,25,6,13
42,4280,667,1,21,24,1,0,0,43,14.5,12.329999924,39,49,14,20
42,4280,668,1,21,24,1,0,0,40,12,10.659999847,24,30,12,20
42,4280,669,1,21,24,0,0,0,40,12.5,12.329999924,33,35,14,25
42,4280,670,1,21,24,0,0,0,30,9.5,10,25,18,9,9
42,4280,671,1,21,24,1,0,0,20,11,8,33,39,10,12
42,4280,672,1,21,24,0,0,0,20,10,8.6660003662,28,20,8,8
42,4280,673,1,21,24,1,0,0,30,14.5,11,40,47,10,19
42,4280,674,1,21,24,1,0,0,38,11,10.329999924,28,34,14,18
42,4280,675,1,21,24,0,0,0,48,13,8.6660003662,37,45,14,23
42,4280,676,1,21,24,1,0,0,20,11.5,7.6659998894,36,31,8,15
42,4280,677,1,21,24,1,0,0,25,11.5,7.3330001831,37,38,13,13
42,4280,678,1,21,24,1,0,0,25,11.5,10.329999924,23,38,14,10
44,4480,679,1,25,14,1,1,1,11,10,11,,33,7,3
44,4480,680,1,25,14,0,0,1,15,11,9.6660003662,27,26,8,13
44,4480,681,1,25,14,1,0,0,25,11.5,11.659999847,37,43,10,19
44,4480,682,1,25,14,1,1,0,18,10.5,14,38,34,13,13
44,4480,683,1,25,14,0,0,0,18,11.5,11,39,39,8,14
44,4480,684,1,25,14,0,1,1,10,10.5,13,31,36,11,22
44,4480,685,1,25,14,0,0,0,17,12.5,11.329999924,35,46,13,21
44,4480,686,1,25,14,0,0,0,25,11,13.329999924,27,38,18,21
44,4480,687,1,25,14,0,0,0,18,11,9,26,25,8,14
44,4480,688,1,25,14,1,0,0,18,9.5,11.659999847,27,23,9,17
44,4480,689,1,25,14,0,0,0,25,12.5,7.3330001831,34,38,16,11
44,4480,690,1,25,14,1,0,0,25,12.5,12,45,53,16,27
44,4480,691,1,25,14,0,0,0,17,10,9.6660003662,31,31,12,21
44,4480,692,1,25,14,0,0,0,20,10.5,13.329999924,40,45,13,17
44,4480,693,1,25,14,0,0,0,20,11.5,13.659999847,34,43,11,20
44,4480,694,1,25,14,0,0,0,18,12,14.659999847,33,26,17,24
45,4580,695,0,20,,1,0,0,18,11.5,10,26,36,5,15
45,4580,696,0,20,,0,0,1,13,7,10.333333333,17,15,8,15
45,4580,697,0,20,,0,0,0,24,10.5,9.3333333333,31,37,10,15
45,4580,698,0,20,,0,0,0,15,11,12.666666667,36,38,12,17
45,4580,699,0,20,,1,0,0,27,11.5,11,36,47,13,19
45,4580,700,0,20,,0,0,0,16,12.5,9.3333333333,31,36,13,24
45,4580,701,0,20,,0,0,1,21,11.5,10.666666667,31,37,14,20
45,4580,702,0,20,,0,0,0,45,13.5,13.333333333,36,43,14,25
45,4580,703,0,20,,1,0,0,45,13.5,11.666666667,40,48,14,26
45,4580,704,0,20,,1,0,0,17,11,10.333333333,39,45,15,21
45,4580,705,0,20,,0,0,0,45,12,14.333333333,33,48,15,28
45,4580,706,0,20,,0,0,0,23,12.5,8,29,47,16,22
45,4580,707,0,20,,1,0,0,15,12.5,11,41,40,16,22
45,4580,708,0,20,,1,0,0,16,12.5,11,39,51,16,29
45,4580,709,0,20,,0,0,0,21,13,12.666666667,37,45,18,28
45,4580,710,0,20,,1,0,0,15,14,13.333333333,39,51,18,30
45,4580,711,0,20,,0,0,0,32,15.5,12.333333333,46,52,19,28
45,4580,712,0,20,,0,0,0,16,12,15,35,47,20,28
47,4780,713,1,15,11,0,0,0,,10,9.3333333333,32,30,8,7
47,4780,714,1,15,11,0,0,1,20,12,10.666666667,32,,9,
47,4780,715,1,15,11,1,1,0,,6,8,12,25,9,7
47,4780,716,1,15,11,1,1,1,,7,7.3333333333,21,27,9,7
47,4780,717,1,15,11,0,0,0,17,10.5,8.6660003662,23,29,6,4
47,4780,718,1,15,11,0,0,1,18,7,6,15,15,10,11
47,4780,719,1,15,11,0,0,0,20,10,9.3330001831,32,29,10,8
47,4780,720,1,15,11,0,0,0,10,11,10.329999924,27,20,12,19
47,4780,721,1,15,11,1,1,0,10,4.5,9,15,23,5,5
47,4780,722,1,15,11,1,1,2,20,6,8.6660003662,15,27,8,9
47,4780,723,1,15,11,0,1,1,25,10,10,15,22,7,6
47,4780,724,1,15,11,0,1,1,25,7.5,6.3330001831,22,23,6,5
48,4880,725,0,19,16,1,1,1,11,5,7,,16,,8
48,4880,726,0,19,16,1,0,0,40,10.5,7.3333333333,31,,4,
48,4880,727,0,19,16,1,1,0,12,9.5,6.6666666667,20,,5,
48,4880,728,0,19,16,0,1,0,,7.5,9,31,25,7,8
48,4880,729,0,19,16,1,0,0,20,12,10.666666667,40,,13,
48,4880,730,0,19,16,0,0,0,20,16,10.666666667,45,,13,
48,4880,731,0,19,16,0,0,1,30,12.5,8.3330001831,37,44,7,7
48,4880,732,0,19,16,0,1,1,10,9,13.329999924,20,25,8,19
48,4880,733,0,19,16,0,1,1,17,10.5,9.6660003662,28,30,9,9
48,4880,734,0,19,16,1,0,0,25,12,9,33,32,10,5
48,4880,735,0,19,16,1,0,0,10,11,8,33,35,8,5
48,4880,736,0,19,16,1,0,0,20,8.5,9.6660003662,28,32,10,12
48,4880,737,0,19,16,1,0,0,10,12,9.3330001831,27,28,2,2
48,4880,738,0,19,16,1,0,1,30,13.5,11,33,37,9,11
48,4880,739,0,19,16,1,0,0,10,13,12.659999847,38,46,13,23
48,4880,740,0,19,16,1,0,0,27,12.5,15,42,52,13,29
48,4880,741,0,19,16,1,1,0,10,10,12.659999847,36,40,9,16
49,4980,742,1,28,11,1,1,0,50,13,13.329999924,44,51,14,25
49,4980,743,1,28,11,1,0,0,25,10.5,10,37,46,11,16
49,4980,744,1,28,11,1,0,0,17,8,7.6659998894,18,18,8,5
49,4980,745,1,28,11,1,1,0,17,8.5,7,29,32,5,5
49,4980,746,1,28,11,1,1,0,50,13.5,11.659999847,32,41,15,23
49,4980,747,1,28,11,1,0,0,50,13.5,11,39,46,11,19
49,4980,748,1,28,11,1,0,0,17,9,9.3330001831,29,25,8,7
49,4980,749,1,28,11,0,0,1,20,11,9.6660003662,16,21,10,12
49,4980,750,1,28,11,0,0,0,27,11.5,11,34,31,9,16
50,5080,751,0,25,17,1,0,0,34,9.5,9.3333333333,26,43,5,5
50,5080,752,0,25,17,1,0,0,26,8.5,8,31,36,5,8
50,5080,753,0,25,17,1,0,0,18,10.5,7.3333333333,24,25,6,13
50,5080,754,0,25,17,0,0,0,10,10,6,29,25,7,4
50,5080,755,0,25,17,1,0,0,18,7,7,25,24,8,12
50,5080,756,0,25,17,1,0,0,18,11.5,10.666666667,31,38,8,21
50,5080,757,0,25,17,0,0,0,41,12,10.333333333,32,44,8,21
50,5080,758,0,25,17,1,0,0,18,8,7.6666666667,26,33,10,16
50,5080,759,0,25,17,1,0,0,18,10,13,29,32,10,20
50,5080,760,0,25,17,0,0,0,26,12,10.666666667,37,39,10,20
50,5080,761,0,25,17,1,1,0,10,8,11.333333333,29,28,10,21
50,5080,762,0,25,17,0,0,0,41,13.5,14.333333333,32,36,10,21
50,5080,763,0,25,17,0,0,0,18,10.5,12,33,30,10,22
50,5080,764,0,25,17,0,0,0,18,13.5,9.6666666667,41,42,10,24
50,5080,765,0,25,17,1,0,0,34,11,10.333333333,33,38,11,13
50,5080,766,0,25,17,1,0,0,41,14,12.666666667,35,40,11,18
50,5080,767,0,25,17,0,0,0,34,12.5,12.333333333,37,40,11,20
50,5080,768,0,25,17,0,0,0,49,10.5,13,33,48,12,27
50,5080,769,0,25,17,0,0,0,10,9.5,10.666666667,35,41,13,14
50,5080,770,0,25,17,1,0,0,41,12.5,9,29,42,13,15
50,5080,771,0,25,17,1,0,0,18,9.5,14.333333333,38,44,13,23
50,5080,772,0,25,17,1,0,0,18,12,13,31,,16,
50,5080,773,0,25,17,0,0,0,41,7.5,12.666666667,38,44,16,29
50,5080,774,0,25,17,0,0,0,18,16,12.333333333,41,54,17,26
50,5080,775,0,25,17,1,0,0,18,14.5,12,44,50,18,26
52,5280,776,0,27,21,1,0,0,11,10,8.3333333333,29,,9,
52,5280,777,0,27,21,0,0,0,21,8.5,12.666666667,20,,10,
52,5280,778,0,27,21,0,0,0,26,11,11.333333333,34,,12,
52,5280,779,0,27,21,0,0,0,19,13.5,13.666666667,35,,16,
52,5280,780,0,27,21,0,0,0,13,11.5,14.666666667,38,,16,
52,5280,781,0,27,21,0,0,0,13,10.5,12,39,,16,
52,5280,782,0,27,21,0,0,0,13,10.5,9.3330001831,29,25,13,14
52,5280,783,0,27,21,0,1,1,10,10.5,9.6660003662,31,28,11,14
52,5280,784,0,27,21,1,0,0,30,13.5,11.659999847,35,39,14,19
52,5280,785,0,27,21,0,0,0,45,11,9.6660003662,25,25,8,17
52,5280,786,0,27,21,0,0,0,43,14.5,14.329999924,46,49,17,28
52,5280,787,0,27,21,0,0,1,18,11,8.6660003662,35,34,9,11
52,5280,788,0,27,21,0,0,1,20,15.5,12.329999924,34,36,17,22
52,5280,789,0,27,21,0,0,0,13,10.5,9.3330001831,26,19,10,9
52,5280,790,0,27,21,0,0,0,28,11,12.659999847,40,48,13,23
52,5280,791,0,27,21,0,0,1,15,11.5,10,30,22,11,10
52,5280,792,0,27,21,0,0,0,35,17,16.329999924,42,47,20,28
52,5280,793,0,27,21,1,0,0,15,12.5,10,36,47,18,27
52,5280,794,0,27,21,1,0,0,20,12,11.329999924,35,44,11,16
52,5280,795,0,27,21,1,0,0,20,12,9,30,35,10,12
